 Modelo           1 Dif_blocos   13.64967      2.9002322E-06  3.9587204E-07
 Modelo           2 Dif_blocos   1179.067      2.9002322E-06  3.4195673E-05
 Modelo           3 Dif_blocos   1151.937      2.9002322E-06  3.3408855E-05
 Modelo           4 Dif_blocos   1215.172      2.9002322E-06  3.5242796E-05
 Modelo           5 Dif_blocos   1216.398      2.9002322E-06  3.5278372E-05
 Modelo           6 Dif_blocos   1234.308      2.9002322E-06  3.5797810E-05
 Modelo           7 Dif_blocos   1218.482      2.9002322E-06  3.5338802E-05
 Modelo           8 Dif_blocos   1218.852      2.9002322E-06  3.5349527E-05
 Modelo           9 Dif_blocos   1242.573      2.9002322E-06  3.6037502E-05
 Modelo          10 Dif_blocos   1167.556      2.9002322E-06  3.3861837E-05
 Modelo          11 Dif_blocos   1249.665      2.9002322E-06  3.6243175E-05
 Modelo          12 Dif_blocos   1225.850      2.9002322E-06  3.5552490E-05
 Modelo          13 Dif_blocos   1198.923      2.9002322E-06  3.4771543E-05
 Modelo          14 Dif_blocos   1273.064      2.9002322E-06  3.6921803E-05
 Modelo          15 Dif_blocos   1181.442      2.9002322E-06  3.4264558E-05
 Modelo          16 Dif_blocos   1251.723      2.9002322E-06  3.6302867E-05
 Modelo          17 Dif_blocos   1227.757      2.9002322E-06  3.5607794E-05
 Modelo          18 Dif_blocos   1210.416      2.9002322E-06  3.5104862E-05
 Modelo          19 Dif_blocos   1243.319      2.9002322E-06  3.6059144E-05
 Modelo          20 Dif_blocos   1179.595      2.9002322E-06  3.4210982E-05
 Modelo          21 Dif_blocos   1232.595      2.9002322E-06  3.5748115E-05
 Modelo          22 Dif_blocos   1247.614      2.9002322E-06  3.6183705E-05
 Modelo          23 Dif_blocos   1204.504      2.9002322E-06  3.4933422E-05
 Modelo          24 Dif_blocos   1239.021      2.9002322E-06  3.5934496E-05
 Modelo          25 Dif_blocos   1171.918      2.9002322E-06  3.3988330E-05
 Modelo          26 Dif_blocos   1201.110      2.9002322E-06  3.4834993E-05
 Modelo          27 Dif_blocos   1227.757      2.9002322E-06  3.5607794E-05
 Modelo          28 Dif_blocos   1195.867      2.9002322E-06  3.4682918E-05
