        2937 iteracao
         704         953
  0.1860276      0.1816492    
  0.1629800      0.1600066    
  6.5696128E-02  4.7131419E-02
  4.3267235E-02  5.2266322E-02
  0.1446473      0.1615777    
  0.1814101      0.1934851    
  0.1684375      0.2255903    
  8.6124383E-02  9.2536837E-02
  0.1547022      0.1539268    
  0.1263285      0.1707684    
  9.4631165E-02  9.8096162E-02
  0.1794051      0.1716385    
  0.1752363      0.2138001    
  0.1945508      0.2033654    
  0.1969166      0.2339366    
  0.1811452      0.1701103    
  0.2137705      0.1680907    
  8.0873914E-02  8.8885427E-02
  0.1646827      0.1172045    
  0.2009586      0.1834781    
  0.1513938      0.1965193    
  0.1731474      0.2128444    
  0.2211657      0.1883162    
  0.1657453      0.1724072    
  0.2304776      0.2039723    
  9.4007030E-02  7.9194129E-02
  6.0325757E-02  6.3356884E-02
  0.2175895      0.2034910    
  0.2180757      0.1818671    
  0.2077916      0.1549895    
  0.2189575      0.2061535    
  0.2212989      0.2274038    
  0.1514544      0.1737981    
  0.1615866      0.1531227    
  9.2494071E-02  9.2493400E-02
  0.1607867      0.1607156    
  0.1669703      0.2058122    
  0.1857683      0.1352999    
  0.1680337      0.1384287    
  0.2101130      0.2140351    
  0.1275273      0.1279769    
  0.1157416      0.1467429    
  0.1496035      0.1500227    
  0.1419983      0.1742834    
  0.1711794      0.1784593    
  1.9005219E-02  1.5420036E-02
  7.3345155E-02  6.9598816E-02
  0.1841209      0.1834067    
  0.1833779      0.1852030    
  0.2223451      0.1836123    
  0.1144619      0.1668025    
  0.1201201      0.1265052    
  9.0206251E-02  0.1009064    
  0.2009775      0.1623663    
  1.4300834E-02  1.8334292E-02
  5.5123799E-02  4.9695216E-02
  5.7976402E-02  7.0762008E-02
  0.1703926      0.1707185    
  0.1798384      0.1726386    
  0.2234701      0.1915393    
  0.1538120      0.1764715    
  9.8953269E-02  8.5229963E-02
  0.1889695      0.1909923    
  4.7590662E-02  4.4868842E-02
  3.4323096E-02  4.2097405E-02
  4.4669740E-02  5.0370689E-02
  8.1028596E-02  6.3371658E-02
  0.1722359      0.1380656    
  0.1976811      0.1990055    
  0.1782896      0.2218722    
  0.1593361      0.2309841    
  0.1657567      0.1202646    
  2.9659577E-02  3.9556511E-02
  9.1425151E-02  8.7699324E-02
  9.4149575E-02  8.0043003E-02
  5.9832953E-02  5.9825979E-02
  6.1949790E-02  8.6356588E-02
  0.1736163      0.2095264    
  0.1851967      0.2194257    
  0.2797618      0.2797095    
  0.2102537      0.1692050    
  6.7691267E-02  7.6875478E-02
  2.1200564E-02  2.9752109E-02
  7.7826723E-02  0.1056438    
  0.1898838      0.1893719    
  4.6709169E-02  4.2865902E-02
  5.9621304E-02  6.0242981E-02
  0.1456677      0.1417466    
  0.2064034      0.2191552    
  0.1702009      0.2260011    
  0.1975327      0.2257390    
  6.3834079E-02  5.4048248E-02
  2.1106092E-02  2.4399444E-02
  5.4424770E-02  5.4756291E-02
  0.1133234      9.7094074E-02
  6.6457346E-02  9.4788909E-02
  2.5138482E-02  3.1315826E-02
  7.1798883E-02  9.1775194E-02
  0.2129040      0.1706151    
  0.2159580      0.1978908    
  9.0034127E-02  0.1183989    
  4.8229139E-02  4.9939811E-02
  3.7769035E-02  3.7596118E-02
  0.1548930      0.1849833    
  7.8171030E-02  7.6206177E-02
  4.3149170E-02  3.3737216E-02
  7.7912606E-02  8.2866661E-02
  9.1686562E-02  8.7832466E-02
  7.6851457E-02  0.1011218    
  0.1015678      0.1465786    
