     0.00     0.00  2444.62     0.00     0.00  2444.62
   360.00     0.00  2441.87   360.00     0.00  2441.87
   720.00     0.00  2428.34   720.00     0.00  2428.34
  1080.00     0.00  2420.25  1080.00     0.00  2420.25
  1440.00     0.00  2414.49  1440.00     0.00  2414.49
  1800.00     0.00  2408.57  1800.00     0.00  2408.57
  2160.00     0.00  2403.12  2160.00     0.00  2403.12
  2520.00     0.00  2395.64  2520.00     0.00  2395.64
  2880.00     0.00  2393.76  2880.00     0.00  2393.76
  3240.00     0.00  2399.56  3240.00     0.00  2399.56
  3600.00     0.00  2408.61  3600.00     0.00  2408.61
     0.00   360.00  2451.41     0.00   360.00  2451.41
   360.00   360.00  2436.41   360.00   360.00  2436.41
   720.00   360.00  2422.82   720.00   360.00  2422.82
  1080.00   360.00  2412.58  1080.00   360.00  2412.58
  1440.00   360.00  2405.06  1440.00   360.00  2405.06
  1800.00   360.00  2399.95  1800.00   360.00  2399.95
  2160.00   360.00  2396.79  2160.00   360.00  2396.79
  2520.00   360.00  2392.05  2520.00   360.00  2392.05
  2880.00   360.00  2387.45  2880.00   360.00  2387.45
  3240.00   360.00  2394.58  3240.00   360.00  2394.58
  3600.00   360.00  2404.12  3600.00   360.00  2404.12
     0.00   720.00  2445.17     0.00   720.00  2445.17
   360.00   720.00  2430.96   360.00   720.00  2430.96
   720.00   720.00  2417.34   720.00   720.00  2417.34
  1080.00   720.00  2406.15  1080.00   720.00  2406.15
  1440.00   720.00  2398.61  1440.00   720.00  2398.61
  1800.00   720.00  2391.90  1800.00   720.00  2391.90
  2160.00   720.00  2387.16  2160.00   720.00  2387.16
  2520.00   720.00  2384.60  2520.00   720.00  2384.60
  2880.00   720.00  2381.37  2880.00   720.00  2381.37
  3240.00   720.00  2389.41  3240.00   720.00  2389.41
  3600.00   720.00  2399.99  3600.00   720.00  2399.99
     0.00  1080.00  2437.50     0.00  1080.00  2437.50
   360.00  1080.00  2424.30   360.00  1080.00  2424.30
   720.00  1080.00  2411.10   720.00  1080.00  2411.10
  1080.00  1080.00  2400.74  1080.00  1080.00  2400.74
  1440.00  1080.00  2392.94  1440.00  1080.00  2392.94
  1800.00  1080.00  2385.13  1800.00  1080.00  2385.13
  2160.00  1080.00  2379.06  2160.00  1080.00  2379.06
  2520.00  1080.00  2375.77  2520.00  1080.00  2375.77
  2880.00  1080.00  2374.20  2880.00  1080.00  2374.20
  3240.00  1080.00  2384.08  3240.00  1080.00  2384.08
  3600.00  1080.00  2397.53  3600.00  1080.00  2397.53 
     0.00  1440.00  2427.37     0.00  1440.00  2427.37
   360.00  1440.00  2417.13   360.00  1440.00  2417.13
   720.00  1440.00  2405.52   720.00  1440.00  2405.52
  1080.00  1440.00  2395.29  1080.00  1440.00  2395.29
  1440.00  1440.00  2385.40  1440.00  1440.00  2385.40
  1800.00  1440.00  2377.52  1800.00  1440.00  2377.52
  2160.00  1440.00  2374.94  2160.00  1440.00  2374.94
  2520.00  1440.00  2370.58  2520.00  1440.00  2370.58
  2880.00  1440.00  2367.48  2880.00  1440.00  2367.48
  3240.00  1440.00  2377.77  3240.00  1440.00  2377.77
