           1   636.1226       95.26218    
           2   66.60432       12.06135    
           3   16.87789       3.048617    
           4   8.444115       1.435260    
           5   362.8887       66.12517    
           6   708.1879       89.91370    
           7   535.0491       92.58539    
           8   27.88615       5.066608    
           9   176.5257       29.67840    
          10   18.38557       3.281556    
          11   259.2079       46.49229    
          12   575.7542       99.11055    
          13   625.3754       100.1594    
          14   50.47422       8.448104    
          15   674.9333       93.81870    
          16   540.3801       94.11305    
          17   33.00952       5.733677    
          18   29.45643       5.412370    
          19   329.0684       56.69585    
          20   639.6822       102.5798    
          21   313.8305       55.16882    
          22   638.3920       108.2197    
          23   687.9728       88.85742    
          24   647.0149       103.5309    
          25   264.3096       43.78617    
          26   19.02079       3.373507    
          27   131.7880       22.23306    
          28   628.8537       105.2990    
          29   617.1876       105.6278    
          30   615.0740       106.2708    
          31   675.2987       93.55294    
          32   681.2618       94.34348    
          33   294.2822       50.41627    
          34   85.51070       14.77918    
          35   29.61041      0.1704296    
          36   578.9010       3.306906    
          37   644.2233       106.0509    
          38   601.9016       109.3743    
          39   646.0735       104.8178    
          40   694.6736       93.66563    
          41   443.3179       78.82775    
          42   316.1075       54.69207    
          43   23.01434       3.779042    
          44   421.9822       74.04729    
          45   440.9236       74.65614    
          46   9.321481       1.596746    
          47   105.1438       18.32473    
          48   280.1325       50.60830    
          49   639.4341       102.5498    
          50   656.0131       103.9077    
          51   330.2813       58.59587    
          52   34.58516       6.260750    
          53   89.45728       15.72510    
          54   681.3750       94.25681    
          55   5.537417      0.9519128    
          56   12.57050       2.135154    
          57   76.81161       13.14982    
          58   244.4320       1.383166    
          59   511.0410       92.80564    
          60   639.4480       97.59375    
          61   379.6823       66.78326    
          62   51.97746       8.877251    
          63   276.9444       48.54754    
          64   7.771501       1.377793    
          65   7.931703       1.423837    
          66   4.689664      0.7924687    
          67   49.62495       8.496476    
          68   136.4584       23.66099    
          69   653.6281       98.18822    
          70   683.7296       91.30737    
          71   264.7441       49.54235    
          72   234.8115       41.58434    
          73   3.715249      0.6492389    
          74   16.81881       2.918290    
          75   16.05801       2.792725    
          76   13.03628      7.4158236E-02
          77   26.27182       4.729832    
          78   447.4086       79.62374    
          79   668.5952       93.76079    
          80   770.3532       4.318967    
          81   320.2406       53.71769    
          82   5.837302       1.048654    
          83   4.113919      0.7249793    
          84   9.623753       1.664971    
          85   110.0447       19.36162    
          86   12.71678       2.195484    
          87   19.02166      0.1087260    
          88   54.33110       9.807756    
          89   698.1356       86.30365    
          90   634.3435       107.8799    
          91   590.7307       99.40584    
          92   38.44588       6.947196    
          93   5.120273      0.9170129    
          94   7.603155       1.280447    
          95   190.2293       32.70343    
          96   175.0582       28.82939    
          97   17.16950       2.855052    
          98   71.23698       12.29158    
          99   679.8364       91.51219    
         100   553.4938       93.33779    
         101   49.12086       8.231777    
         102   12.82574       2.330844    
         103   9.096504       1.626662    
         104   311.2432       55.60180    
         105   35.13176       6.265626    
         106   39.96298       7.384579    
         107   21.89134       3.889719    
         108   51.89087       9.238153    
         109   70.88698       12.34887    
         110   113.1042       19.52118    
         111   72.69519       12.52638    
         112   30.72043       5.358794    
         113   17.38492       3.110838    
         114   18.18550       3.307541    
         115   170.2827       31.44366    
         116   182.8610       32.05463    
         117   121.6349       22.05692    
         118   86.95325       14.69251    
         119   15.58219       2.566424    
         120   5.533886      0.9456761    
         121   146.9717       25.62988    
         122   164.9801       29.01280    
         123   188.2330       32.29977    
         124   159.2957       27.18287    
         125   94.75687       16.89630    
         126   18.70223       3.286249    
         127   3.093366      0.5213199    
         128   53.69381       9.389706    
         129   103.6351       18.62429    
         130   102.1221       17.53493    
         131   120.4589       20.54463    
         132   45.78241       7.875350    
         133   71.31145       12.37600    
         134   16.40767       2.919171    
         135   4.179624      0.6963664    
         136   14.54798       2.581748    
         137   28.84560       4.975753    
         138   11.54261       2.047724    
         139   37.57344       6.650416    
         140   35.29512       6.500907    
         141   70.15701      0.4001194    
         142   24.30485      0.1424069    
         143   3.443578      0.5851069    
         144   12.18961       2.134133    
         145   3.962304      0.6743103    
         146   7.556776       1.277398    
         147   6.506262       1.119220    
         148   9.215827       1.725437    
         149   70.91869       12.57318    
         150   28.94013       5.095452    
         151   12.96619       2.255270    
         152   34.65617       6.143763    
         153   13.27055       2.381089    
         154   6.271578       1.116249    
         155   6.362012       1.146049    
         156   15.13445       2.630292    
         157   1.039330      0.1491792    
         158   14.98334       2.574926    
         159   25.87459       4.212422    
         160   14.03736       2.432435    
         161   15.75298       2.778118    
         162   15.60594       2.678825    
         163   23.20964       4.116303    
         164   15.79319      8.9092344E-02
         165   16.23820       2.754606    
         166   6.698573       1.118743    
         167   9.796474       1.786217    
         168   6.849239       1.159226    
         169   8.115149       1.434273    
         170   5.219807      0.9118007    
         171   14.70930       2.521849    
         172   38.91680       6.787261    
         173   22.68023       3.818131    
         174   4.193204      0.7356299    
         175   3.759051      0.6306778    
         176   12.54049       2.202918    
         177   6.499342       1.016715    
         178   27.17241       4.552502    
         179   50.54604       8.705307    
         180   22.83336       4.166087    
         181   83.19708       14.22864    
         182   71.41528      0.4060755    
         183   11.17573       1.904018    
         184   8.814696       1.563344    
         185   59.89014       10.25313    
         186   34.85855      0.1951893    
         187   14.61425       2.520679    
         188   32.46363       5.563076    
         189   22.29630       3.872509    
         190   29.31627       5.374652    
         191   129.6249       20.87287    
         192   92.56717       14.69578    
         193   25.72275      0.1434172    
         194   12.56983       2.156755    
         195   15.95755       2.673997    
         196   22.08721       3.877480    
         197   5.086373      0.8842595    
         198   11.34493       2.048479    
         199   4.160991      0.7674431    
         200   2.776190      0.4675802    
         201   20.49971       3.601272    
         202   41.85489       6.982803    
         203   32.11410       5.739720    
         204   54.69302       9.345647    
         205   60.14803       10.14325    
         206   30.34868       5.478140    
         207   6.672935       1.121829    
         208   18.29573       3.357794    
         209   88.20963       16.03113    
         210   24.82470       4.418960    
         211   56.72065       9.809032    
         212   103.5668       17.67111    
         213   674.6171       88.84088    
         214   669.3746       95.25113    
         215   413.6850       72.63673    
         216   408.3695       72.85487    
         217   683.2726       93.66338    
         218   672.3673       99.63618    
         219   689.4458       95.28851    
         220   357.3309       60.35274    
         221   515.1093       93.55439    
         222   282.7149       46.31967    
         223   158.2629       27.51431    
         224   349.2696       58.16155    
         225   606.1435       106.0104    
         226   656.3275       99.65551    
         227   471.9505       81.18087    
         228   176.0596       31.30855    
         229   372.0263       60.04552    
         230   293.1197       48.41728    
         231   124.6931       20.97008    
         232   240.2545       43.69032    
         233   384.2369       69.34832    
         234   391.1205       69.81278    
         235   416.6902       74.87868    
         236   335.2311       54.62758    
         237   230.2539       39.80214    
         238   77.09338      0.4280651    
         239   231.9180       1.296214    
         240   212.1487       36.02147    
         241   36.14899       6.095083    
         242   63.73336       11.35397    
         243   116.6491       19.49806    
         244   203.6547       35.80053    
         245   215.2193       39.71021    
         246   109.2853       19.17398    
         247   59.16908       10.13076    
         248   257.0914       44.63999    
         249   43.56694       7.556452    
         250   76.60155       13.67723    
         251   109.9928       19.36556    
         252   147.6730       26.72998    
         253   371.9323       66.17212    
         254   567.8466       100.1737    
         255   406.1655       69.26090    
         256   69.55841       12.37072    
         257   444.4916       79.18610    
         258   57.90262       10.03729    
         259   27.21555       4.624570    
         260   49.84443      0.2744370    
         261   157.9988       26.16931    
         262   160.5803       29.39115    
         263   396.3419       69.51351    
         264   359.0875       60.61159    
         265   625.5776       108.0672    
         266   661.7086       91.22715    
         267   506.8662       83.49815    
         268   123.5689       22.50016    
         269   14.42059       2.441272    
         270   43.10783       7.638638    
         271   152.9388       26.90627    
         272   342.8035       56.43285    
         273   643.2751       107.7081    
         274   325.3884       55.71368    
         275   679.1027       89.64000    
         276   704.1671       91.17804    
         277   408.1086       68.69868    
         278   343.9814       1.973403    
         279   37.73062       7.099916    
         280   44.53477       7.650164    
         281   290.0471       48.66848    
         282   266.9349       1.531918    
         283   576.1673       101.4393    
         284   574.1268       103.4943    
         285   697.8078       91.05389    
         286   692.5787       91.09192    
         287   588.2021       92.31949    
         288   529.1198       2.957898    
         289   95.44084       16.06392    
         290   194.9559       32.88153    
         291   175.8249       30.78780    
         292   84.03116       15.33322    
         293   125.5847       22.42646    
         294   485.3965       83.27179    
         295   707.9838       87.32491    
         296   707.6240       87.58434    
         297   674.9138       88.95670    
         298   457.7238       77.78244    
         299   113.1761       19.73856    
         300   118.0936       20.50385    
         301   685.0902       90.90604    
         302   697.6740       89.56982    
         303   676.7482       87.73243    
         304   725.7627       88.27071    
         305   42.53910       7.534637    
         306   31.48036       5.571538    
         307   62.52156       11.67214    
         308   160.8112       26.50802    
         309   343.8842       57.87919    
         310   371.7429       63.93789    
         311   185.5623       30.75406    
         312   206.4095       37.05103    
         313   36.86013       6.171168    
         314   71.36238       13.03374    
         315   413.9377       72.51432    
         316   429.6050       73.76684    
         317   471.1682       86.26990    
         318   145.2889       24.77088    
         319   2.197712      0.3801633    
         320   14.27556       2.506846    
         321   28.97449       4.847249    
         322   392.7723       66.86861    
         323   507.8911       82.97049    
         324   420.1699       72.61505    
         325   214.2823       40.20021    
         326   4.165137      0.7078742    
         327   4.368165      0.7453543    
         328   79.78680       13.48167    
         329   252.8030       43.05464    
         330   240.1793       1.316877    
         331   147.8675      0.8473409    
         332   237.4101       40.78351    
         333   1.582489      0.2726364    
         334   2.899736      0.4951948    
         335   101.3474       17.40505    
         336   171.8522       31.98457    
         337   158.7412       29.99043    
         338   32.94515       5.742053    
         339   54.91073       9.243550    
         340   43.00238       7.623145    
         341   8.089972       1.426903    
         342   25.60199       4.318336    
         343   276.2381       45.84755    
         344   117.9376       19.92474    
         345   31.08739       5.656461    
         346   25.03421       4.535062    
         347   49.99094       8.417373    
         348   48.68612       8.117704    
         349   26.68150       4.760985    
         350   15.88429       2.754122    
         351   100.1237       17.46700    
         352   253.0545       1.445217    
         353   215.4333       37.27697    
         354   27.90011       5.117679    
         355   67.38536       11.66653    
         356   53.23133       9.326516    
         357   153.8381       26.46248    
         358   20.80251       3.662128    
         359   27.90953       4.755919    
         360   157.2627       26.36556    
         361   317.0805       53.03773    
