  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00
  0.10551E-09  0.85722E-10  0.23639E-09  0.21522E-09  0.13371E-09  0.23382E-09
  0.30997E-08  0.12865E-08  0.51789E-06  0.45184E-08  0.44394E-08  0.64196E-06
  0.63447E-08  0.31123E-08  0.22459E-05  0.83605E-08  0.81647E-08  0.26900E-05
  0.10057E-07  0.57723E-08  0.53255E-05  0.11558E-07  0.10835E-07  0.61349E-05
  0.11417E-07  0.68152E-08  0.54858E-05  0.13964E-07  0.12767E-07  0.64328E-05
  0.24917E-07  0.15098E-07  0.10517E-04  0.32256E-07  0.28264E-07  0.17673E-04
  0.41602E-07  0.26153E-07  0.22897E-04  0.49252E-07  0.40858E-07  0.44380E-04
  0.52323E-07  0.36246E-07  0.34946E-04  0.63401E-07  0.49421E-07  0.79753E-04
  0.50867E-07  0.33327E-07  0.34814E-04  0.59133E-07  0.46927E-07  0.75403E-04
  0.43559E-07  0.33503E-07  0.44047E-04  0.46719E-07  0.36857E-07  0.89845E-04
  0.44821E-07  0.35881E-07  0.59590E-04  0.47427E-07  0.35343E-07  0.11838E-03
  0.47265E-07  0.37959E-07  0.76309E-04  0.49733E-07  0.40091E-07  0.13691E-03
  0.45054E-07  0.36454E-07  0.73754E-04  0.46989E-07  0.37296E-07  0.13840E-03
  0.38583E-07  0.34446E-07  0.80598E-04  0.40902E-07  0.31371E-07  0.14440E-03
  0.36305E-07  0.32239E-07  0.94002E-04  0.38355E-07  0.27709E-07  0.15724E-03
  0.34141E-07  0.31112E-07  0.98707E-04  0.36742E-07  0.27359E-07  0.17187E-03
  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00
  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00
  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00
  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00
  0.24648E-08  0.26014E-08  0.82759E-04  0.31801E-08  0.24797E-08  0.13680E-03
