      22290.0000      22207.8008       5651.3799      21745.3008      21274.0996      20979.3008
      22257.5996      22178.6992       5612.2402      21697.9004      21237.0996      20947.8008
      22088.8008      22083.0996       5324.3799      21506.0000      21040.1992      20789.9004
      22017.9004      22018.5996       5111.2300      21434.4004      20969.9004      20698.6992
      21955.6992      21954.0000       4903.8701      21370.0000      20911.0000      20604.8008
      20969.4004      20887.5996        198.6750      19759.0996      18780.1992      18121.1992
      20744.4004      20720.9004        198.6750      19494.9004      18526.6992      17814.9004
      20612.9004      20600.6992        198.6750      19351.3008      18407.4004      17557.4004
      20507.1992      20499.4004        198.6750      19234.3008      18313.0996      17319.0996
      21520.1992      21587.0000       3909.4800      20895.1992      20501.0000      20008.0000
      21591.5996      21587.8008       3829.4902      20990.6992      20602.0996      20008.8008
      21582.0996      21563.0996       3690.6201      20980.9004      20591.8008      19962.0000
      21563.5996      21539.6992       3547.6299      20961.5996      20570.3008      19913.4004
      22068.5000      22084.5000      13150.7002      21787.0000      21657.4004      21293.5996
      22126.4004      22121.3008      13232.2002      21859.0000      21732.5000      21327.5996
      22141.5000      22128.6992      13235.5996      21874.9004      21747.6992      21335.6992
      22149.5996      22134.0000      13226.0000      21883.0000      21753.9004      21340.5000
      22851.4004      22883.1992      23018.5996      22901.9004      23032.0996      22929.0996
      22958.0996      22953.8008      23092.9004      23018.3008      23108.3008      23050.8008
      23054.6992      23058.0996      23176.5996      23113.0000      23191.0000      23167.8008
      23106.4004      23111.6992      23222.9004      23164.1992      23237.3008      23225.4004
      21649.4004      21521.0996        198.6750      20785.3008      20077.1992      19227.3008
      20933.0996      20941.0996        198.6750      19971.5000      19340.4004      18101.6992
      20575.8008      20545.1992        198.6750      19578.5000      19007.5000      17212.1992
      22149.4004      22267.1992      22438.1992      22160.8008      22381.8008      22275.1992
      22284.3008      22330.5996      22548.5000      22334.3008      22548.5000      22365.0000
      20738.1992      20635.0000        198.6750      19796.5000      19229.5000      17341.4004
      20360.4004      20213.5000        198.6750      19340.8008      18804.8008      16542.4004
      20149.0996      19855.9004        198.6750      19091.8008      18594.6992      15860.5996
      21781.4004      21892.5996      22146.5996      21779.6992      22075.6992      21879.9004
      21918.1992      21971.9004      22255.4004      21972.0996      22247.1992      21981.8008
      20322.5996      19967.8008        198.6750      19338.3008      18825.4004      16031.5996
      20009.4004      19595.8008        198.6750      18922.5996      18446.5000      14826.2002
      19842.5996      19312.4004        198.6750      18718.9004      18268.5000      12313.0000
      21510.8008      21608.9004      21943.0996      21510.5996      21863.4004      21595.5000
      21651.4004      21703.5000      22051.0000      21713.1992      22038.1992      21704.9004
      20007.3008      19445.4004        198.6750      18987.8008      18505.5996      12593.0000
      19729.8008      19125.6992        198.6750      18570.0000      18131.6992       9482.7100
      19549.0000      18877.3008        198.6750      18234.1992      17913.5996       7317.2700
      21256.1992      21334.3008      21772.1992      21253.0000      21687.6992      21304.5000
      21392.5000      21454.8008      21876.6992      21462.0996      21864.1992      21429.9004
      19714.8008      19044.1992        198.6750      18510.4004      18155.4004       7731.9302
      19432.5996      18728.4004        198.6750      17902.1992      17734.5000       6522.6699
      19268.4004      18521.1992        198.6750      17409.0000      17484.8008       6031.8501
      21032.3008      21097.3008      21620.4004      21032.3008      21531.5996      21062.1992
      21167.4004      21234.5996      21722.9004      21241.8008      21712.3008      21191.6992
      19447.0996      18713.0996        198.6750      17706.0996      17737.8008       6475.0698
      19118.5000      18379.4004        198.6750      16998.8008      17274.6992       5971.5400
      18839.0996      18096.9004        198.6750      16433.3008      16979.1992       5885.7002
      20842.1992      20941.6992      21505.0996      20829.8008      21408.1992      20883.9004
      20994.1992      21098.1992      21607.1992      21048.4004      21595.5996      21018.0996
      19032.9004      18317.1992        198.6750      16770.3008      17247.1992       6306.3101
      18646.4004      17788.3008        198.6750      15867.5996      16722.8008       5884.3198
      18344.5000      17182.3008        198.6750      14447.7002      16308.3008       5741.3501
      20681.0996      20814.5996      21407.8008      20598.0000      21309.5000      20718.3008
      20832.9004      20983.1992      21510.5996      20861.3008      21501.1992      20851.9004
      18544.0000      17413.9004        198.6750      14929.7998      16586.1992       6120.9399
      18130.3008      16375.4004        198.6750      12430.0000      15856.2002       5857.9199
      17788.0000      15130.2998        198.6750       9260.2998      15213.5000       5779.7300
      20486.5000      20671.1992      21297.8008      20332.0000      21194.9004      20548.3008
      20633.0000      20859.0000      21400.3008      20635.0000      21393.5000      20669.5000
      18015.9004      15414.9004        198.6750      10215.4004      15508.7998       6075.0498
      17525.4004      13877.9004        198.6750       6449.7700      14600.0000       5706.2100
      17117.3008      12572.0000        198.6750       3424.6899      13884.7002       5146.8799
      20190.8008      20382.0996      21138.1992      19962.8008      21014.5996      20294.1992
      20345.0996      20617.1992      21243.4004      20325.0996      21231.4004      20395.0000
      17366.1992      13021.9004        198.6750       5391.7202      14221.7002       5445.6201
      16870.1992      11637.5996        198.6750       1919.9199      13269.7002       3598.9299
      16514.3008      10620.7002        198.6750         55.6900      12696.5000        198.6750
      19862.8008      20065.6992      20926.4004      19610.5996      20768.5000      20029.0996
      20026.6992      20328.5996      21035.0996      20010.5996      21008.6992      20127.4004
      16794.6992      11110.2002        198.6750       2495.0601      13091.2002        198.6750
      16346.3008       9980.5996        198.6750        198.6750      12296.7002        198.6750
      16068.0996       9373.8896        198.6750        198.6750      11885.7998        198.6750
      19651.4004      19845.9004      20747.3008      19432.6992      20568.1992      19840.1992
      19817.3008      20138.5000      20858.5000      19821.4004      20824.6992      19923.6992
      16363.0000      10022.9004        198.6750        676.4490      12318.7998        198.6750
      15918.2002       9039.9697        198.6750        198.6750      11573.2998        198.6750
      15623.4004       8715.6201        198.6750        198.6750      11198.0996        198.6750
      19481.5000      19666.5996      20604.4004      19288.5996      20412.1992      19671.9004
      19647.5000      19981.0996      20718.0996      19669.4004      20680.3008      19753.5000
      15932.5996       9459.2500        198.6750        198.6750      11658.0000        198.6750
      15467.9004       8522.1797        198.6750        198.6750      10906.4004        198.6750
